"ACCOUNTNUMBER","ACCOUNTSOURCE","ACTIVE__C","ANNUALREVENUE","BILLINGCITY","BILLINGADDRESS","YEARSTARTED","WEBSITE","UPSELLOPPORTUNITY__C","TYPE","TRADESTYLE","TICKERSYMBOL","SYSTEMMODSTAMP","SITE","SICDESC","SIC","SHIPPINGSTREET","SHIPPINGSTATE","SHIPPINGPOSTALCODE","SHIPPINGLONGITUDE","SHIPPINGLATITUDE","SHIPPINGGEOCODEACCURACY","SHIPPINGCITY","SHIPPINGCOUNTRY","SHIPPINGADDRESS","SEGMENT__C","SLA__C","SLASERIALNUMBER__C","SLAEXPIRATIONDATE__C","RATING","PHOTOURL","PHONE","PARENTID","OWNERSHIP","OWNERID","NUMBEROFLOCATIONS__C","NUMBEROFEMPLOYEES","BILLINGCOUNTRY","BILLINGGEOCODEACCURACY","BILLINGLATITUDE","BILLINGLONGITUDE","BILLINGPOSTALCODE","BILLINGSTATE","BILLINGSTREET","CLEANSTATUS","CREATEDBYID","CREATEDDATE","CUSTOMERPRIORITY__C","DANDBCOMPANYID","DUNSNUMBER","FAX","DESCRIPTION","ID","INDUSTRY","ISDELETED","JIGSAW","JIGSAWCOMPANYID","LASTACTIVITYDATE","LASTMODIFIEDBYID","LASTMODIFIEDDATE","LASTREFERENCEDDATE","LASTVIEWEDDATE","MASTERRECORDID","NAICSCODE","NAME","NAICSDESC"
"","Partner","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46630","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXTAA3","","","","0052w00000BXXA2AAP","","1000","Germany","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXTAA3","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Fleming816 Inc",""
"","Trade Show","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46640","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXUAA3","","","","0052w00000BXXA0AAP","","1000","Canada","","","","","NH","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXUAA3","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Colon817 Inc",""
"","Employee Referral","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46690","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXVAA3","","","","0052w00000BXXA2AAP","","1000","China","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXVAA3","Telecommunications","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","King818 Inc",""
"","Employee Referral","","1500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","47410","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXWAA3","","","","0052w00000BXX9wAAH","","1000","China","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXWAA3","Consulting","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Larson819 Inc",""
"","Employee Referral","","1500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","43290","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXXAA3","","","","0052w00000BXXA3AAP","","1000","France","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXXAA3","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Green820 Inc",""
"","Trade Show","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46610","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXYAA3","","","","0052w00000BXXA0AAP","","1000","USA","","","","","OK","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXYAA3","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Strickland821 Inc",""
"","Trade Show","","1500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","46620","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKXZAA3","","","","0052w00000BXXA2AAP","","1000","USA","","","","","KS","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXZAA3","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Flowers822 Inc",""
"","Public Relations","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46630","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpKXaAAN","","","","0052w00000BXX9tAAH","","1000","Korea","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXaAAN","Education","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Flores823 Inc",""
"","Web","","1500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","46640","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKXbAAN","","","","0052w00000BXX9qAAH","","1000","Thailand","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXbAAN","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Richardson824 Inc",""
"","Seminar - Internal","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46690","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpKXcAAN","","","","0052w00000BXX9pAAH","","1000","China","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXcAAN","Banking","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Shelton825 Inc",""
"","Web","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47410","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKXdAAN","","","","0052w00000BXX9oAAH","","1000","India","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXdAAN","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Romero826 Inc",""
"","Word of mouth","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","43290","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKXeAAN","","","","0052w00000BXX9zAAH","","1000","Canada","","","","","UT","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXeAAN","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Fuller827 Inc",""
"","Partner","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46610","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKXfAAN","","","","0052w00000BXX9uAAH","","1000","Germany","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXfAAN","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Hart828 Inc",""
"","Web","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46620","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpKXgAAN","","","","0052w00000BXX9uAAH","","1000","Japan","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXgAAN","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Nelson829 Inc",""
"","Employee Referral","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46630","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXhAAN","","","","0052w00000BXX9mAAH","","1000","USA","","","","","NJ","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXhAAN","Apparel","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Rios830 Inc",""
"","Advertisement","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46640","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKXiAAN","","","","0052w00000BXX9qAAH","","1000","Denmark","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXiAAN","Finance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Greer831 Inc",""
"","Employee Referral","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46690","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXjAAN","","","","0052w00000BXX9pAAH","","1000","Turkey","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXjAAN","Banking","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Floyd832 Inc",""
"","Advertisement","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47410","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKXkAAN","","","","0052w00000BXX9lAAH","","1000","China","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXkAAN","Education","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Porter833 Inc",""
"","Trade Show","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","43290","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXlAAN","","","","0052w00000BXXA2AAP","","1000","USA","","","","","NE","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXlAAN","Transportation","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Lane834 Inc",""
"","Word of mouth","","1500000.0","","","","","","Partner","","","2022-12-17T23:04:40.000Z","","","46610","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpKXmAAN","","","","0052w00000BXX9wAAH","","1000","Singapore","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXmAAN","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Ford835 Inc",""
"","Advertisement","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46620","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKXnAAN","","","","0052w00000BXX9mAAH","","1000","USA","","","","","CT","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXnAAN","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Marsh836 Inc",""
"","Seminar - Internal","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46630","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKXoAAN","","","","0052w00000BXX9uAAH","","1000","Korea","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXoAAN","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Day837 Inc",""
"","Word of mouth","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46640","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKXpAAN","","","","0052w00000BXX9lAAH","","1000","USA","","","","","CO","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXpAAN","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Cobb838 Inc",""
"","Web","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46690","","","","","","","","","","COMM","","","","","/services/images/photo/0012w00001BpKXqAAN","","","","0052w00000BXX9qAAH","","1000","Canada","","","","","VT","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXqAAN","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Ramos839 Inc",""
"","Word of mouth","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47410","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpKXrAAN","","","","0052w00000BXX9pAAH","","1000","Brazil","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXrAAN","Technology","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Christensen840 Inc",""
"","Word of mouth","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","43290","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKXsAAN","","","","0052w00000BXX9uAAH","","1000","India","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXsAAN","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Schneider841 Inc",""
"","Seminar - Internal","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46610","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpKXtAAN","","","","0052w00000BXX9wAAH","","1000","USA","","","","","MI","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXtAAN","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Holland842 Inc",""
"","Employee Referral","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46620","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKXuAAN","","","","0052w00000BXX9uAAH","","1000","Spain","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXuAAN","Transportation","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Grant962 Inc",""
"","Web","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46630","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKXvAAN","","","","0052w00000BXXA2AAP","","1000","United Kingdom","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXvAAN","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Boone963 Inc",""
"","Employee Referral","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46640","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKXwAAN","","","","0052w00000BXX9mAAH","","1000","Canada","","","","","FL","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXwAAN","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Pena964 Inc",""
"","Public Relations","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46690","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpKXxAAN","","","","0052w00000BXX9qAAH","","1000","Germany","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXxAAN","Insurance","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Conner965 Inc",""
"","Employee Referral","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47410","","","","","","","","","","GB","","","","","/services/images/photo/0012w00001BpKXyAAN","","","","0052w00000BXX9pAAH","","1000","Italy","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXyAAN","Electronics","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Barnett966 Inc",""
"","Partner","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","43290","","","","","","","","","","ESMB","","","","","/services/images/photo/0012w00001BpKXzAAN","","","","0052w00000BXXA3AAP","","1000","Belgium","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKXzAAN","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","May967 Inc",""
"","Web","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46610","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKY0AAN","","","","0052w00000BXXA1AAP","","1000","USA","","","","","DE","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKY0AAN","Agriculture","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Gross968 Inc",""
"","Partner","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46620","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKY1AAN","","","","0052w00000BXXA1AAP","","1000","Canada","","","","","NC","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKY1AAN","Manufacturing","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Rivera969 Inc",""
"","Word of mouth","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46630","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKY2AAN","","","","0052w00000BXX9nAAH","","1000","Australia","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKY2AAN","Engineering","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Nash970 Inc",""
"","Partner","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46640","","","","","","","","","","SMB","","","","","/services/images/photo/0012w00001BpKY3AAN","","","","0052w00000BXX9tAAH","","1000","USA","","","","","CA","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKY3AAN","Transportation","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Kim971 Inc",""
"","Web","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","46690","","","","","","","","","","ENT","","","","","/services/images/photo/0012w00001BpKY4AAN","","","","0052w00000BXX9wAAH","","1000","China","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKY4AAN","Media","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Wagner972 Inc",""
"","Word of mouth","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","47410","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKY5AAN","","","","0052w00000BXX9yAAH","","1000","Russian","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKY5AAN","Energy","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Owens973 Inc",""
"","Seminar - Internal","","1500000.0","","","","","","Customer","","","2022-12-17T23:04:40.000Z","","","43290","","","","","","","","","","MM","","","","","/services/images/photo/0012w00001BpKY6AAN","","","","0052w00000BXX9wAAH","","1000","Mexico","","","","","","","Pending","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","","0012w00001BpKY6AAN","Agriculture","true","","","","0052w00000B4VTyAAN","2022-12-17T23:04:40.000Z","","","","","Cummings974 Inc",""
